PROVIDER,ICEE/ARC/NASA
WEBSITE,https://www.astrochemistry.org/ramdb/
VERSION,1.00
DATE,2026-04-03T21:34:57-07:00
LINK,https://www.astrochemistry.org/ramdb/raman/1.00/default/details/Dolomite_532_microimaging_homogeneous_293K_none_0_solid_microcrystals_09082022
REFERENCES,"Mattioda, A.L., Gavilan, L., Ricketts, C.L., Najeeb, P.K., Ricca, A., Boersma, C., ""The NASA Raman Spectroscopic Database: Ramdb version 1.00"", 2024, Icarus, 408, 115769 doi:10.1016/j.icarus.2023.115769"
NOTE,"PLEASE CITE THE APPROPRIATE REFERENCES WHEN USING THESE DATA"
XUNITS,1/CM
YUNITS,"NORMALIZED INTENSITY"
FIRSTX,200.27690124512
LASTX,3630.2768554688
NPOINTS,3431
FIRSTY,0.0015600305050611
MAXY,1
MINY,-0.048621978610754
XYDATA
200.27690124512,0.0015600305050611
201.27690124512,0.0022320847492665
202.27690124512,0.0033184543717653
203.27690124512,0.003829344175756
204.27690124512,0.0034654964692891
205.27690124512,0.0025261172559112
206.27690124512,0.0013334235409275
207.27690124512,-2.0554109141813E-5
208.27690124512,-0.0013977512717247
209.27690124512,-0.0026831217110157
210.27690124512,-0.0032321992330253
211.27690124512,-0.0022854222916067
212.27690124512,0.00015717951464467
213.27690124512,0.0020930040627718
214.27690124512,0.0011281403712928
215.27690124512,-0.0028064954094589
216.27690124512,-0.0059129446744919
217.27690124512,-0.0043472056277096
218.27690124512,0.0014303433708847
219.27690124512,0.0066549452021718
220.27690124512,0.0069301282055676
221.27690124512,0.0030615055002272
222.27690124512,-0.001106932060793
223.27690124512,-0.002375706564635
224.27690124512,-0.00079089414793998
225.27690124512,0.0024735457263887
226.27690124512,0.0062896911986172
227.27690124512,0.0096216881647706
228.27690124512,0.011410652659833
229.27690124512,0.011334259994328
230.27690124512,0.010267104953527
231.27690124512,0.0091297989711165
232.27690124512,0.0082214400172234
233.27690124512,0.0071505652740598
234.27690124512,0.0055487146601081
235.27690124512,0.003415702842176
236.27690124512,0.00084340549074113
237.27690124512,-0.0019612172618508
238.27690124512,-0.0044459351338446
239.27690124512,-0.0060124779120088
240.27690124512,-0.0061086029745638
241.27690124512,-0.004527326207608
242.27690124512,-0.0010616534855217
243.27690124512,0.0034596044570208
244.27690124512,0.0066654239781201
245.27690124512,0.0062538282945752
246.27690124512,0.0020635139662772
247.27690124512,-0.0040412405505776
248.27690124512,-0.010173141956329
249.27690124512,-0.015273542143404
250.27690124512,-0.018698098137975
251.27690124512,-0.0199865847826
252.27690124512,-0.019553421065211
253.27690124512,-0.018089212477207
254.27690124512,-0.016353571787477
255.27690124512,-0.015313245356083
256.27688598633,-0.015934942290187
257.27688598633,-0.017965381965041
258.27688598633,-0.019447911530733
259.27688598633,-0.018379801884294
260.27688598633,-0.015267267823219
261.27688598633,-0.012550003826618
262.27688598633,-0.01227636821568
263.27688598633,-0.01313404738903
264.27688598633,-0.012406598776579
