PROVIDER,ICEE/ARC/NASA
WEBSITE,https://www.astrochemistry.org/ramdb/
VERSION,1.00
DATE,2026-05-07T04:01:39-07:00
LINK,https://www.astrochemistry.org/ramdb/raman/1.00/default/details/CalciumSulfate_532_microimaging_homogeneous_293K_none_0_solid_microcrystals_09082022
REFERENCES,"Mattioda, A.L., Gavilan, L., Ricketts, C.L., Najeeb, P.K., Ricca, A., Boersma, C., ""The NASA Raman Spectroscopic Database: Ramdb version 1.00"", 2024, Icarus, 408, 115769 doi:10.1016/j.icarus.2023.115769"
NOTE,"PLEASE CITE THE APPROPRIATE REFERENCES WHEN USING THESE DATA"
XUNITS,1/CM
YUNITS,"NORMALIZED INTENSITY"
FIRSTX,201
LASTX,4000
NPOINTS,3800
FIRSTY,0.0084469905123115
MAXY,1
MINY,-0.0011841802624986
XYDATA
201,0.0084469905123115
202,0.0088152708485723
203,0.009439118206501
204,0.010225597769022
205,0.010962036438286
206,0.011485802009702
207,0.011682514101267
208,0.011452091857791
209,0.010814194567502
210,0.0099689848721027
211,0.0091309230774641
212,0.0083822207525373
213,0.0076531772501767
214,0.0068937516771257
215,0.0061379005201161
216,0.0055035771802068
217,0.0050533325411379
218,0.0047281901352108
219,0.0043887505307794
220,0.0039510163478553
221,0.0034221361856908
222,0.0028414279222488
223,0.0022982503287494
224,0.0019766823388636
225,0.0020536540541798
226,0.0024147864896804
227,0.0026025630068034
228,0.0022452515549958
229,0.00142506218981
230,0.00062274443916976
231,0.00016713839431759
232,2.7862115530297E-5
233,-3.4565724490676E-5
234,-0.00014346012903843
235,-0.00024699306231923
236,-0.0002343597880099
237,-8.59013889567E-5
238,9.2938877060078E-5
239,0.00018242037913296
240,0.00012535354471765
241,-6.9325767981354E-5
242,-0.00037480995524675
243,-0.00067671987926587
244,-0.00077310501364991
245,-0.00056745781330392
246,-0.00022777268895879
247,-8.1102356489282E-5
248,-0.00026684632757679
249,-0.00059020263142884
250,-0.00076164904749021
251,-0.0006828909390606
252,-0.0005111995851621
253,-0.00041993070044555
254,-0.00046627371921204
255,-0.00059125188272446
256,-0.00073946255724877
257,-0.00084120593965054
258,-0.00082678208127618
259,-0.00066223455360159
260,-0.00043692177860066
261,-0.00029381751664914
262,-0.00029725980130024
263,-0.00037397432606667
264,-0.00042209192179143
265,-0.00038442289223894
266,-0.00024488236522302
267,-1.061883631337E-5
268,0.0002272220881423
269,0.00028277456294745
270,5.2382776630111E-5
271,-0.00028702284907922
272,-0.00036370995803736
273,-9.6839703473961E-6
274,0.00051234080456197
275,0.00076629425166175
276,0.00057882070541382
277,0.00016259415133391
278,-0.00020358616893645
279,-0.00038746913196519
280,-0.00040156475733966
281,-0.00027446757303551
282,-7.4089955887757E-5
283,9.591226989869E-5
284,0.00016405239875894
285,0.00015535111015197
286,0.00014665711205453
287,0.00018801151600201
288,0.00028477606247179
289,0.00043516381992958
290,0.00059985718689859
291,0.00067877466790378
292,0.00058970641111955
