PROVIDER,ICEE/ARC/NASA
WEBSITE,https://www.astrochemistry.org/ramdb/
VERSION,1.00
LINK,https://www.astrochemistry.org/ramdb/raman/1.00/default/details/CalciumCarbonate_532_microimaging_homogeneous_293K_none_0_solid_crystals_09082022
REFERENCES,"Mattioda, A.L., Gavilan, L., Ricketts, C.L., Najeeb, P.K., Ricca, A., Boersma, C., ""The NASA Raman Spectroscopic Database: Ramdb version 1.00"", 2024, Icarus, 408, 115769 doi:10.1016/j.icarus.2023.115769"
NOTE,"PLEASE CITE THE APPROPRIATE REFERENCES WHEN USING THESE DATA"
TITLE,
DATA TYPE,RAMAN SPECTRUM
ORIGIN,JASCO
OWNER,
DATE,22/09/08
TIME,16:45:32
SPECTROMETER/DATA SYSTEM,
LOCALE,1033
RESOLUTION,
DELTAX,1
XUNITS,1/CM
YUNITS,INTENSITY
FIRSTX,   -2.3980
LASTX, 3629.6020
NPOINTS,    3633
FIRSTY,  2175.11670
MAXY, 20095.12500
MINY,  2172.92041
XYDATA,
571.6020,7827.11
572.6020,7824.88
573.6020,7832.36
574.6020,7844.65
575.6020,7852.23
576.6020,7850.35
577.6020,7847.5
578.6020,7854.04
579.6020,7870.08
580.6020,7883.73
581.6020,7884.31
582.6020,7877
583.6020,7874.97
584.6020,7886.42
585.6020,7903.46
586.6020,7915.16
587.6020,7918.33
588.6020,7920.14
589.6020,7927.5
590.6020,7937.95
591.6020,7943.69
592.6020,7940.14
593.6020,7934.91
594.6020,7938.27
595.6020,7952.39
596.6020,7967.38
597.6020,7973.35
598.6020,7971.78
599.6020,7971.42
600.6020,7978.82
601.6020,7990.93
602.6020,8002.27
603.6020,8009.46
604.6020,8012.6
605.6020,8012.26
606.6020,8011.04
607.6020,8012.94
608.6020,8020.59
609.6020,8030.31
610.6020,8036.71
611.6020,8037.89
612.6020,8038.18
613.6020,8042.24
614.6020,8050.48
615.6020,8060.14
616.6020,8068.75
617.6020,8075.63
618.6020,8080.61
619.6020,8083.91
620.6020,8086.44
621.6020,8089.19
622.6020,8093.33
623.6020,8100.16
624.6020,8110.2
625.6020,8119.98
626.6020,8124.8
627.6020,8123.52
628.6020,8121.83
629.6020,8125.75
630.6020,8134.37
631.6020,8141.23
632.6020,8141.45
633.6020,8139.09
634.6020,8141.05
635.6020,8150.59
636.6020,8163.83
637.6020,8176.22
638.6020,8185.35
639.6020,8190.52
640.6020,8191.67
641.6020,8191.7
642.6020,8194.42
643.6020,8200.9
644.6020,8206.95
645.6020,8208.08
646.6020,8205.13
647.6020,8203.11
648.6020,8206.02
649.6020,8212.24
650.6020,8218.4
651.6020,8222.56
652.6020,8225.5
653.6020,8228.26
654.6020,8231.56
655.6020,8235.83
656.6020,8241.13
657.6020,8245.8
658.6020,8247.66
659.6020,8246.83
660.6020,8247.48
661.6020,8253.84
662.6020,8265.27
663.6020,8277.57
664.6020,8286.99
665.6020,8292.13
666.6020,8292.26
667.6020,8288.77
668.6020,8286.58
669.6020,8290.43
670.6020,8298.96
671.6020,8306.69
672.6020,8310.13
673.6020,8314.04
674.6020,8325.15
675.6020,8342.45
676.6020,8353.21
677.6020,8345.55
678.6020,8327.42
679.6020,8318.83
680.6020,8332.76
681.6020,8356
682.6020,8369.78
683.6020,8367.55
684.6020,8359.52
685.6020,8356.14
686.6020,8359.57
687.6020,8367.43
688.6020,8377.6
689.6020,8388.94
690.6020,8400.46
691.6020,8409.84
692.6020,8413.17
693.6020,8407.7
694.6020,8400.39
695.6020,8402.76
696.6020,8421.07
697.6020,8447.32
698.6020,8471.51
699.6020,8492.1
700.6020,8516.27
701.6020,8550.66
702.6020,8595.91
703.6020,8650.19
704.6020,8709.49
705.6020,8764.83
706.6020,8806.96
707.6020,8834.71
708.6020,8853.95
709.6020,8868.55
710.6020,8870.66
711.6020,8848.66
712.6020,8799.04
713.6020,8733.43
714.6020,8664.84
715.6020,8602.82
716.6020,8554.38
717.6020,8524.86
718.6020,8512.51
719.6020,8513.76
720.6020,8524
721.6020,8537.06
722.6020,8547.09
723.6020,8552.32
724.6020,8553.45
725.6020,8551.81
726.6020,8550.88
727.6020,8554.42
728.6020,8561.27
729.6020,8564.31
730.6020,8557.81
731.6020,8549.24
732.6020,8552.16
733.6020,8572.53
734.6020,8596.87
735.6020,8609.31
736.6020,8607.78
737.6020,8603.33
738.6020,8605.39
739.6020,8611.11
740.6020,8613.34
741.6020,8609.35
